canal_preferido,categoria_favorita,regiao,marca_preferida,influenciador,frequencia_compra,pagamento,genero,ticket_medio,qtd_itens,data_nascimento
loja_fisica,snacks,centro_oeste,marca_03,influencer_036,mensal,carteira_digital,feminino,72.75309576275001,5,22/08/1971
loja_fisica,bebidas,sudeste,marca_51,influencer_107,semanal,debito,feminino,117.36464458180843,4,23/11/2000
ecommerce,snacks,centro_oeste,marca_36,influencer_054,semanal,boleto,masculino,132.30454169506544,4,17/02/1978
parceiros,snacks,nordeste,marca_09,influencer_019,semanal,boleto,feminino,43.42496029996275,4,05/06/1975
app,higiene,norte,marca_17,influencer_102,semanal,carteira_digital,outro,65.44065892086283,3,13/01/1970
whatsapp,snacks,centro_oeste,marca_59,influencer_113,semanal,pix,masculino,99.35588842932546,4,21/02/1983
whatsapp,snacks,nordeste,marca_37,influencer_011,semanal,credito,feminino,76.07277136425787,4,24/12/1996
app,limpeza,sudeste,marca_38,influencer_090,mensal,boleto,nao_informado,121.73029944103754,3,15/04/1988
ecommerce,bebidas,sudeste,marca_04,influencer_025,quinzenal,carteira_digital,masculino,127.2860817162754,7,02/03/1964
ecommerce,snacks,nordeste,marca_58,influencer_000,trimestral,boleto,feminino,115.10770528268009,1,28/11/1956
app,mercearia,centro_oeste,marca_53,influencer_031,bimestral,carteira_digital,feminino,142.00697285536646,2,18/04/1962
ecommerce,bebidas,nordeste,marca_32,influencer_102,semanal,debito,feminino,96.60350889728322,3,16/04/2002
whatsapp,snacks,sul,marca_18,influencer_016,quinzenal,boleto,outro,118.16380558157842,1,14/11/1960
whatsapp,snacks,sudeste,marca_41,influencer_015,mensal,debito,outro,79.86745660658613,3,13/10/1964
loja_fisica,bebidas,centro_oeste,marca_49,influencer_088,quinzenal,pix,feminino,131.38478829170066,4,19/07/1976
parceiros,higiene,sul,marca_47,influencer_048,mensal,debito,feminino,123.03632621945314,5,18/11/1964
loja_fisica,bebidas,norte,marca_58,influencer_017,bimestral,credito,outro,72.05860046219266,2,09/03/1960
loja_fisica,snacks,norte,marca_38,influencer_027,bimestral,credito,feminino,113.7976249918098,1,11/10/1964
parceiros,laticinios,sul,marca_19,influencer_095,quinzenal,boleto,outro,118.48712506931881,7,05/08/1956
ecommerce,laticinios,sudeste,marca_29,influencer_074,bimestral,carteira_digital,nao_informado,131.24047612880483,2,09/07/1982
whatsapp,snacks,sul,marca_48,influencer_091,quinzenal,debito,masculino,132.72474026284604,3,28/05/1970
app,snacks,sul,marca_15,influencer_011,trimestral,pix,masculino,91.1525624422529,3,08/02/1970
whatsapp,higiene,norte,marca_13,influencer_054,trimestral,credito,masculino,150.54578631730857,4,25/07/2006
ecommerce,laticinios,centro_oeste,marca_43,influencer_095,quinzenal,debito,outro,140.92222715357028,4,13/10/2003
ecommerce,mercearia,sudeste,marca_26,influencer_031,bimestral,debito,feminino,91.016816391781,4,26/02/1955
ecommerce,bebidas,nordeste,marca_48,influencer_020,trimestral,pix,nao_informado,74.29211819942515,2,17/02/2003
loja_fisica,bebidas,sudeste,marca_08,influencer_045,mensal,carteira_digital,nao_informado,94.07393418823025,2,22/11/1958
app,higiene,sudeste,marca_19,influencer_039,semanal,pix,outro,61.134082094774115,2,11/11/1986
ecommerce,laticinios,norte,marca_15,influencer_022,bimestral,boleto,nao_informado,128.3202604829672,3,02/08/1985
loja_fisica,laticinios,norte,marca_41,influencer_114,quinzenal,boleto,masculino,167.34239692303285,3,10/06/1987
app,bebidas,norte,marca_45,influencer_057,semanal,credito,feminino,176.86184231703794,6,18/01/1981
ecommerce,limpeza,sudeste,marca_27,influencer_072,bimestral,debito,feminino,76.42634329295095,6,07/11/1990
loja_fisica,bebidas,nordeste,marca_28,influencer_014,mensal,credito,outro,151.4721704152104,3,11/07/1960
loja_fisica,mercearia,sul,marca_07,influencer_073,semanal,pix,nao_informado,123.3800351150074,3,02/01/1978
whatsapp,laticinios,centro_oeste,marca_42,influencer_066,trimestral,carteira_digital,nao_informado,24.16238615599741,4,10/05/2002
whatsapp,higiene,norte,marca_59,influencer_111,quinzenal,pix,outro,106.70411405390931,5,03/11/1984
loja_fisica,bebidas,centro_oeste,marca_46,influencer_049,mensal,pix,feminino,102.25267747226816,5,07/11/1990
app,limpeza,sudeste,marca_13,influencer_093,bimestral,credito,masculino,168.43271583898812,3,11/08/1958
app,higiene,nordeste,marca_37,influencer_036,semanal,debito,outro,85.16181964083773,2,06/02/1981
app,mercearia,norte,marca_17,influencer_069,bimestral,carteira_digital,feminino,142.52257388769058,5,03/02/1960
loja_fisica,snacks,sul,marca_01,influencer_111,bimestral,debito,outro,115.71646660052033,2,04/05/1983
loja_fisica,laticinios,norte,marca_10,influencer_074,mensal,boleto,feminino,62.16763986856152,6,19/10/1973
app,snacks,nordeste,marca_05,influencer_085,mensal,credito,nao_informado,97.91258765767844,5,04/10/1997
ecommerce,bebidas,centro_oeste,marca_11,influencer_105,trimestral,credito,feminino,181.2652584022281,3,01/09/1996
parceiros,snacks,sudeste,marca_47,influencer_111,trimestral,debito,feminino,113.06517805195784,4,20/03/1960
whatsapp,bebidas,centro_oeste,marca_17,influencer_024,semanal,carteira_digital,masculino,156.2346823793432,2,14/04/1974
loja_fisica,snacks,sul,marca_45,influencer_023,quinzenal,credito,nao_informado,154.04217150900712,6,27/04/2004
whatsapp,limpeza,nordeste,marca_56,influencer_065,mensal,boleto,masculino,102.06944595127058,3,11/09/1955
app,bebidas,nordeste,marca_34,influencer_119,trimestral,credito,feminino,68.6631009536006,1,11/10/1960
whatsapp,bebidas,sul,marca_28,influencer_058,trimestral,pix,feminino,73.92726683772148,6,02/01/2004
parceiros,bebidas,centro_oeste,marca_44,influencer_039,quinzenal,pix,feminino,178.06668170096327,3,03/09/1979
app,bebidas,centro_oeste,marca_05,influencer_064,trimestral,boleto,nao_informado,126.0694964767285,4,24/05/1987
parceiros,laticinios,centro_oeste,marca_25,influencer_007,quinzenal,debito,nao_informado,50.64715476081699,3,07/05/1968
whatsapp,laticinios,centro_oeste,marca_29,influencer_021,quinzenal,credito,nao_informado,153.3584211112228,5,03/07/1977
app,bebidas,norte,marca_49,influencer_017,mensal,carteira_digital,feminino,48.525949292885656,5,21/06/1990
whatsapp,mercearia,nordeste,marca_48,influencer_003,quinzenal,pix,feminino,86.95503025680156,2,28/12/1971
ecommerce,mercearia,centro_oeste,marca_50,influencer_086,bimestral,credito,masculino,123.25177490294163,1,10/07/1999
loja_fisica,laticinios,sudeste,marca_41,influencer_038,quinzenal,debito,feminino,220.81676319609306,6,11/10/2004
ecommerce,snacks,centro_oeste,marca_31,influencer_020,bimestral,credito,outro,152.64004313414137,4,19/11/1987
parceiros,snacks,nordeste,marca_49,influencer_061,trimestral,pix,feminino,100.70441061533388,4,04/12/1968
parceiros,higiene,norte,marca_52,influencer_038,quinzenal,debito,outro,121.13257184040918,3,06/08/1966
parceiros,laticinios,sul,marca_28,influencer_047,mensal,credito,masculino,156.78836866409085,7,25/12/1956
ecommerce,mercearia,sul,marca_59,influencer_037,bimestral,pix,nao_informado,176.87453163331986,6,22/08/1996
whatsapp,higiene,sudeste,marca_52,influencer_000,semanal,boleto,nao_informado,110.09442012964226,5,05/05/2002
app,snacks,sul,marca_30,influencer_082,bimestral,carteira_digital,nao_informado,111.25532265359584,3,19/10/2004
ecommerce,mercearia,sul,marca_03,influencer_013,mensal,boleto,nao_informado,86.79805977643235,4,27/11/2006
whatsapp,laticinios,sudeste,marca_13,influencer_026,semanal,pix,masculino,146.60634722446474,2,07/04/1963
whatsapp,higiene,sul,marca_46,influencer_022,trimestral,boleto,nao_informado,161.03887971047692,2,07/12/1992
parceiros,limpeza,nordeste,marca_06,influencer_039,quinzenal,debito,feminino,42.45260331480985,2,27/06/1968
loja_fisica,higiene,sul,marca_28,influencer_019,semanal,boleto,feminino,104.12775944533519,5,27/03/1964
whatsapp,higiene,centro_oeste,marca_36,influencer_041,semanal,credito,masculino,71.46215912915746,5,15/09/1983
app,limpeza,sudeste,marca_52,influencer_029,bimestral,credito,masculino,126.03627827704076,5,14/03/1990
whatsapp,mercearia,nordeste,marca_50,influencer_007,trimestral,boleto,outro,70.48215102189877,4,07/05/1994
app,laticinios,sudeste,marca_45,influencer_104,quinzenal,credito,feminino,67.19435797788961,5,02/07/1981
app,higiene,nordeste,marca_24,influencer_036,semanal,boleto,feminino,164.94077122843794,5,16/06/1961
ecommerce,snacks,nordeste,marca_08,influencer_011,semanal,boleto,masculino,113.37623458587254,4,05/02/1958
whatsapp,higiene,norte,marca_40,influencer_062,bimestral,credito,nao_informado,117.60375351599706,2,12/02/1957
parceiros,bebidas,sul,marca_10,influencer_014,quinzenal,debito,nao_informado,137.2674050794001,3,27/01/1995
app,snacks,nordeste,marca_33,influencer_092,quinzenal,pix,outro,158.83275847955835,3,26/08/1985
loja_fisica,bebidas,sudeste,marca_58,influencer_007,quinzenal,boleto,nao_informado,103.25628669699273,7,13/12/1973
ecommerce,higiene,nordeste,marca_32,influencer_055,mensal,carteira_digital,masculino,104.14741585331168,8,09/08/1997
app,bebidas,sul,marca_38,influencer_113,bimestral,debito,masculino,104.31733891303543,5,28/07/1973
ecommerce,snacks,norte,marca_40,influencer_018,mensal,carteira_digital,masculino,163.26035581316512,9,25/11/1970
whatsapp,mercearia,nordeste,marca_49,influencer_023,semanal,debito,nao_informado,117.27459481610151,3,17/01/1997
ecommerce,snacks,norte,marca_25,influencer_071,mensal,credito,outro,108.35606752370624,8,21/02/1985
app,limpeza,sul,marca_29,influencer_117,mensal,pix,masculino,135.63585727472798,2,13/12/1990
app,laticinios,sudeste,marca_10,influencer_046,mensal,debito,feminino,193.25016799114917,3,20/11/1997
ecommerce,limpeza,sul,marca_36,influencer_077,semanal,credito,nao_informado,122.97132577047614,5,16/07/1971
whatsapp,bebidas,sudeste,marca_17,influencer_018,semanal,debito,nao_informado,109.22211101285262,6,06/02/1956
ecommerce,snacks,nordeste,marca_30,influencer_076,mensal,carteira_digital,nao_informado,197.71994071961186,1,02/03/1990
parceiros,limpeza,centro_oeste,marca_45,influencer_030,quinzenal,carteira_digital,feminino,173.19206569004962,7,03/09/1972
whatsapp,higiene,norte,marca_00,influencer_073,bimestral,carteira_digital,masculino,167.39300025992074,4,23/03/2006
app,bebidas,nordeste,marca_33,influencer_010,quinzenal,debito,feminino,99.97252983130025,6,25/08/1971
loja_fisica,higiene,sudeste,marca_10,influencer_062,semanal,pix,feminino,96.00688863624124,2,15/10/1997
loja_fisica,limpeza,centro_oeste,marca_16,influencer_028,bimestral,boleto,nao_informado,46.63382186532775,5,16/05/1993
whatsapp,snacks,sudeste,marca_01,influencer_081,quinzenal,debito,masculino,158.59667551416993,7,26/06/1992
parceiros,limpeza,sul,marca_09,influencer_089,semanal,debito,feminino,123.07988601486417,5,28/12/1990
parceiros,bebidas,centro_oeste,marca_59,influencer_101,bimestral,credito,outro,47.96448491873895,0,21/12/1958
loja_fisica,snacks,sul,marca_59,influencer_119,mensal,pix,nao_informado,168.07390408315095,7,15/06/1998
ecommerce,mercearia,sudeste,marca_43,influencer_054,trimestral,boleto,masculino,106.50596183055066,4,13/03/1969
app,snacks,sul,marca_36,influencer_080,semanal,debito,outro,111.43678237186148,4,17/01/1984
loja_fisica,limpeza,nordeste,marca_46,influencer_001,trimestral,credito,masculino,59.48122811995721,7,21/03/1968
ecommerce,higiene,sudeste,marca_53,influencer_108,trimestral,boleto,nao_informado,139.68793762425688,3,28/07/1967
app,snacks,norte,marca_31,influencer_073,semanal,pix,masculino,140.0708010310733,3,19/12/1975
loja_fisica,laticinios,nordeste,marca_01,influencer_050,mensal,credito,outro,118.08049787776032,6,21/07/1977
whatsapp,snacks,sul,marca_42,influencer_051,bimestral,debito,masculino,103.27048264458713,2,01/12/2003
ecommerce,snacks,sul,marca_59,influencer_090,mensal,carteira_digital,feminino,225.05870554015007,4,11/09/1975
app,laticinios,centro_oeste,marca_15,influencer_099,quinzenal,boleto,outro,71.86529056138475,6,08/01/2005
whatsapp,mercearia,sul,marca_27,influencer_096,trimestral,pix,nao_informado,91.1425203121316,3,24/05/1990
app,mercearia,norte,marca_21,influencer_061,bimestral,boleto,masculino,148.3302695137358,3,08/07/1988
loja_fisica,bebidas,nordeste,marca_23,influencer_044,trimestral,carteira_digital,masculino,79.42240253347467,3,09/01/2005
parceiros,bebidas,sudeste,marca_43,influencer_113,trimestral,debito,masculino,76.47172333788765,1,19/01/2007
whatsapp,limpeza,nordeste,marca_22,influencer_076,trimestral,debito,masculino,165.26074585717336,2,15/05/1979
ecommerce,snacks,nordeste,marca_56,influencer_065,bimestral,debito,feminino,144.2076689976356,2,12/11/1976
loja_fisica,snacks,nordeste,marca_47,influencer_071,bimestral,boleto,feminino,139.36551908377112,4,07/08/1988
loja_fisica,mercearia,centro_oeste,marca_01,influencer_075,trimestral,credito,outro,127.2729939615027,4,26/07/1965
app,snacks,centro_oeste,marca_49,influencer_085,mensal,credito,nao_informado,92.31386414452552,4,28/07/1964
whatsapp,bebidas,norte,marca_46,influencer_066,semanal,credito,outro,109.89315584858107,4,02/07/1971
whatsapp,bebidas,nordeste,marca_30,influencer_105,mensal,boleto,feminino,116.83700738948657,3,27/11/1985
whatsapp,higiene,nordeste,marca_29,influencer_103,semanal,boleto,feminino,153.8486541262156,4,24/04/2007
parceiros,limpeza,norte,marca_50,influencer_052,trimestral,debito,nao_informado,137.03429462346205,6,25/04/1993
parceiros,laticinios,sul,marca_25,influencer_020,bimestral,debito,feminino,82.88626137833447,8,13/04/1971
parceiros,bebidas,centro_oeste,marca_09,influencer_069,mensal,boleto,masculino,151.58168911035486,3,12/07/1995
whatsapp,bebidas,centro_oeste,marca_18,influencer_074,semanal,credito,outro,52.85975800259342,2,18/04/1982
loja_fisica,limpeza,sul,marca_15,influencer_062,mensal,boleto,nao_informado,107.18312604262692,3,21/12/2006
app,higiene,centro_oeste,marca_40,influencer_106,quinzenal,credito,feminino,74.31806491665398,2,27/09/1987
app,higiene,centro_oeste,marca_10,influencer_010,bimestral,carteira_digital,feminino,85.71586222117111,8,08/04/2007
ecommerce,laticinios,sul,marca_38,influencer_034,mensal,debito,masculino,197.0634511215826,8,28/04/1996
parceiros,limpeza,centro_oeste,marca_27,influencer_103,mensal,boleto,nao_informado,61.173034143144285,5,11/06/1982
loja_fisica,higiene,sudeste,marca_50,influencer_112,quinzenal,credito,feminino,87.23223776028075,4,19/11/1996
app,laticinios,sudeste,marca_28,influencer_050,mensal,debito,outro,140.4160708527284,2,23/12/2000
app,bebidas,sul,marca_55,influencer_022,mensal,boleto,feminino,101.19988960378191,2,19/07/1966
app,laticinios,nordeste,marca_54,influencer_050,trimestral,pix,feminino,126.222309230719,5,02/02/1994
ecommerce,higiene,sul,marca_10,influencer_054,trimestral,boleto,nao_informado,177.1819853074111,7,25/01/2007
loja_fisica,higiene,centro_oeste,marca_41,influencer_062,bimestral,pix,outro,146.1851143065369,5,02/07/1982
loja_fisica,laticinios,sul,marca_12,influencer_032,quinzenal,pix,outro,101.2527059977077,7,16/08/1979
loja_fisica,higiene,sul,marca_49,influencer_037,semanal,carteira_digital,feminino,114.65122082396839,1,19/05/1956
loja_fisica,higiene,norte,marca_38,influencer_078,trimestral,debito,feminino,141.2242403914321,4,08/11/1994
loja_fisica,snacks,sudeste,marca_17,influencer_074,trimestral,carteira_digital,nao_informado,145.399590646415,3,22/01/2006
app,limpeza,norte,marca_14,influencer_079,semanal,debito,outro,120.83010959442059,7,17/04/1987
loja_fisica,limpeza,sul,marca_25,influencer_045,bimestral,debito,outro,134.42436000229634,3,11/10/2006
loja_fisica,snacks,centro_oeste,marca_47,influencer_040,quinzenal,boleto,feminino,134.4632976151846,4,05/03/1962
app,mercearia,norte,marca_47,influencer_042,semanal,credito,nao_informado,116.31093783979473,6,19/03/1982
parceiros,limpeza,sudeste,marca_01,influencer_114,trimestral,credito,masculino,95.79049574414351,3,03/09/1996
whatsapp,higiene,sudeste,marca_17,influencer_047,trimestral,credito,masculino,149.7038239208667,5,26/11/1973
whatsapp,bebidas,sudeste,marca_25,influencer_072,trimestral,pix,masculino,131.67181846321236,4,04/03/1999
app,higiene,centro_oeste,marca_35,influencer_062,semanal,boleto,masculino,36.76081136890997,5,03/06/1960
whatsapp,bebidas,norte,marca_08,influencer_105,mensal,credito,feminino,86.96657921252516,2,06/12/2000
parceiros,bebidas,sul,marca_19,influencer_044,trimestral,credito,feminino,100.7731355893388,5,24/02/1957
whatsapp,higiene,sudeste,marca_53,influencer_051,bimestral,debito,nao_informado,111.95474573011415,9,24/02/1959
parceiros,bebidas,centro_oeste,marca_28,influencer_101,mensal,debito,nao_informado,168.15779678919316,2,17/03/1997
ecommerce,snacks,sudeste,marca_44,influencer_019,mensal,credito,masculino,248.09303614990148,2,23/06/2006
parceiros,limpeza,norte,marca_28,influencer_071,semanal,credito,nao_informado,21.647160887019382,5,12/10/1976
loja_fisica,snacks,norte,marca_27,influencer_047,mensal,carteira_digital,masculino,132.1762543853133,1,28/06/1966
whatsapp,laticinios,sul,marca_37,influencer_118,trimestral,boleto,masculino,122.78344481066851,6,02/05/1984
ecommerce,laticinios,nordeste,marca_15,influencer_086,semanal,debito,outro,112.7804084530939,6,18/11/1970
loja_fisica,limpeza,sudeste,marca_14,influencer_001,semanal,debito,masculino,141.71758181448587,5,11/04/1970
ecommerce,laticinios,sul,marca_59,influencer_100,mensal,credito,feminino,125.99154962317925,3,10/05/1955
app,laticinios,centro_oeste,marca_52,influencer_084,mensal,debito,nao_informado,105.54264097444849,8,23/03/1987
ecommerce,snacks,norte,marca_44,influencer_067,quinzenal,debito,feminino,121.1697065543844,1,22/02/1963
whatsapp,mercearia,centro_oeste,marca_08,influencer_028,semanal,carteira_digital,feminino,142.26266658932278,0,16/07/1995
app,bebidas,nordeste,marca_01,influencer_017,bimestral,boleto,nao_informado,138.4588505805838,1,25/12/1966
loja_fisica,mercearia,sul,marca_10,influencer_075,quinzenal,pix,nao_informado,127.54529230478742,7,05/04/2002
whatsapp,higiene,norte,marca_56,influencer_052,bimestral,credito,feminino,96.66209488988738,2,03/01/1991
